display_title,avg_price,avg_calories,occurrence_count
EDEN CONDENSED MILK SACHET,116.85,347.0,1
Gardena Sugar,45.94,266.0,1
Lucky Me Maynnaise,234.28,314.0,1
Oishi Biscuits Refill Pack,114.39,417.0,1
Fita Oateal,124.51,147.0,1
Nova Tuna Flakes Botle,201.74,197.0,1
OISHI SOY SAUCE REFILL PACK,159.19,488.0,1
datu puti chocolate bar pack of 3,161.81,507.0,1
555 Crackes,175.76,419.0,1
Century una Evaporated Milk,111.56,586.0,1
C2 Spaghetti Sauce Schet,219.29,410.0,1
Oishi afer,107.05,184.0,1
CENTURY TUNA CHEESE BOTTLE,172.79,404.0,1
San Miguel Evaporated Milk Refil Pack,95.01,596.0,1
Gardenia Chocolate Bar Sachet,205.89,376.0,1
UFC Salt Sachet,218.98,531.0,1
century tuna tomato sauce bottle,237.36,490.0,1
PIATTOS PEANUT BUTTER SACHET,152.81,322.0,1
gardenia cookies refill pack,41.25,314.0,1
Oishi Sardine,16.29,167.0,1
Century Tuna Sugar Family Size,73.11,360.0,1
eden spaghetti sauce sachet,102.97,572.0,1
Selecta Corned Beef Sachet,202.56,127.0,1
Nova Rice Bottle,87.99,466.0,1
oishi evaporated milk pack of 3,46.93,480.0,1
CHIPPY BEEF LOAF SACHET,67.64,276.0,1
Bear Brand Tuna lakes,84.0,444.0,1
Piattos Corned Beef Bottle,127.06,305.0,1
Chippy Sardines Family Size,128.72,449.0,1
datu puti sugar sachet,248.13,557.0,1
Century Tuna Spaghetti Sauce Sachet,47.67,310.0,1
Magnolia  Fruit  Juice  Family  Size,129.55,491.0,1
Nescafe Chocolat Drink Pack of 3,138.39,475.0,1
Alaska Tuna Flaks,54.86,139.0,1
CDO Mayonnaise Sacht,140.16,590.0,1
Eden Hotdog Refill Pack,141.09,413.0,1
Seleca Hotdog,215.52,517.0,1
Rno Hotdog,136.84,222.0,1
Chippy Vienna Sausage Bottle,33.87,399.0,1
Mega Spaghetti Sauce Bottle,67.13,517.0,1
LUCKY ME SHRIMP CRACKERS SACHET,110.0,511.0,1
Monde  Salt  Family  Size,114.97,434.0,1
Oishi Cooking Oil Refll Pack,6611.0,397.0,1
gardenia hotdog refill pack,148.2,596.0,1
mega beef loaf pack of 3,162.08,584.0,1
argentina instant coffee sachet,236.29,428.0,1
lucky me rice pack of 3,197.6,397.0,1
Nova Corned Beef Pack of3,62.61,451.0,1
fita soy sauce pack of 3,229.01,406.0,1
Purefoods Fruit Juice Family Size,172.24,165.0,1
Argentina Corned Beef Family Size,88.63,534.0,1
Jack 'n Jill Wafer Family Size,106.87,206.0,1
San Miguel Spaghetti Sauce Sachet,22.37,440.0,1
Fita Rce,40.09,315.0,1
SkyFlakes Salt Sachet,6985.0,166.0,1
Magnolia So Sauce Sachet,207.1,489.0,1
Purefoods omato Sauce,81.45,297.0,1
alaska tomato sauce family size,184.45,261.0,1
reno cookies sachet,75.09,474.0,1
Chippy Cheese Refill Pack,95.79,476.0,1
555 ayonnaise,66.05,222.0,1
Datu  Puti  Hotdog  Sachet,43.63,123.0,1
Oishi Chocolate Drink Sachet,32.63,401.0,1
MAGNOLIA CONDENSED MILK PACK OF 3,78.24,120.0,1
Del Monte Fruit Juice Family Size,116.48,334.0,1
reno instant coffee refill pack,60.47,564.0,1
Jack ' Jill Rice,213.47,302.0,1
BEAR BRAND SHRIMP CRACKERS PACK OF 3,50.32,339.0,1
monde shrimp crackers pack of 3,99.53,163.0,1
milo shrimp crackers pack of 3,230.58,161.0,1
skyflakes rice bottle,48.58,470.0,1
gardenia fruit juice bottle,81.24,270.0,1
Gardenia Biscuits Sache,84.97,464.0,1
Nestle Biscuits Sachet,127.88,306.0,1
Nestle Crackes,244.19,138.0,1
Oishi  Cooking  Oil  Bottle,128.8,185.0,1
Monde Tmato Sauce,94.29,105.0,1
Nova Wafer Sachet,201.98,209.0,1
DEL MONTE CRACKERS PACK OF 3,100.33,342.0,1
Reno Chese,107.25,171.0,1
Chippy Bisuits Bottle,181.81,570.0,1
lucky me chocolate drink sachet,4451.0,410.0,1
JACK 'N JILL CRACKERS REFILL PACK,206.55,539.0,1
SkyFlakes  Biscuits  Pack  of  3,130.92,461.0,1
EDEN FRUIT JUICE SACHET,36.3,197.0,1
Datu Puti Oatmeal Pack of 3,87.88,363.0,1
Alaska Spaghetti Sauce Refill ack,40.5,338.0,1
CDO Spaghetti Sauce Sachet,216.88,524.0,1
Lucky Me Cooking Oil Pack of 3,53.73,202.0,1
Argentina Tomat Sauce Bottle,64.62,201.0,1
Datu Puti Spaghetti SauceFamily Size,188.08,214.0,1
Magnolia Peanut Butter Sachet,231.39,216.0,1
milo cooking oil pack of 3,196.73,438.0,1
Del Monte Beef Loaf Pck of 3,105.1,530.0,1
555 Evaprated Milk,101.42,549.0,1
Argentina  Fruit  Juice  Pack  of  3,194.7,326.0,1
mega oatmeal family size,224.86,219.0,1
Monde Biscuits Bottle,47.36,228.0,1
CDO CHOCOLATE DRINK FAMILY SIZE,232.46,295.0,1
ardenia Hotdog,226.07,313.0,1
Bear Brand Potato Chips Pack of 3,139.84,264.0,1
ita Soy Sauce,108.77,260.0,1
Oishi Chocolate Bar Bottle,95.7,367.0,1
EdenBiscuits,70.93,372.0,1
CDO FRUIT JUICE BOTTLE,172.5,383.0,1
UF Soy Sauce,147.04,351.0,1
Prefoods Peanut Butter,161.77,523.0,1
DATU PUTI CONDENSED MILK FAMILY SIZE,69.12,496.0,1
reno corned beef sachet,86.58,90.0,1
Argentina CondensedMilk,235.77,92.0,1
bear brand chocolate bar refill pack,7052.0,569.0,1
Chippy Sarines Refill Pack,173.49,435.0,1
Cetury Tuna Sardines,202.54,104.0,1
den Chocolate Bar,183.45,427.0,1
C2 Corned Beef Bottle,206.89,593.0,1
Lucky Me Sardnes Sachet,200.0,541.0,1
c2 instant coffee sachet,241.34,138.0,1
UFC Hotdo,154.67,271.0,1
Bear Brand Corned Beef Bottle,76.99,340.0,1
eden evaporated milk sachet,233.82,408.0,1
jack 'n jill spaghetti sauce family size,216.52,184.0,1
NescafeCooking Oil Refill Pack,131.24,322.0,1
Lucky  Me  Corned  Beef  Pack  of  3,49.75,235.0,1
UFC Cooking Ol,136.69,235.0,1
Eden Sugar Pack of 3,46.48,306.0,1
C2 Tomto Sauce,111.66,351.0,1
Jack 'n Jil Peanut Butter Family Size,1602.0,570.0,1
C2 Hotdog Family Size,186.35,322.0,1
Argentina  Vienna  Sausage  Family  Size,164.29,328.0,1
Nescae Sardines Sachet,107.64,510.0,1
Magnolia Suar,166.71,246.0,1
Nstle Biscuits Bottle,61.72,529.0,1
Piattos TunaFlakes Sachet,143.18,115.0,1
Piattos CrackersFamily Size,150.84,443.0,1
SAN MIGUEL HOTDOG PACK OF 3,213.65,365.0,1
Lucky Me Suar Bottle,86.29,514.0,1
datu puti cookies refill pack,112.09,515.0,1
chippy shrimp crackers refill pack,117.01,294.0,1
Purefoods Instant Coffee Pack of 3,47.75,189.0,1
EDEN CONDENSED MILK BOTTLE,181.92,94.0,1
Fita Cheese Refill Pack,2205.0,90.0,1
nescafe soy sauce refill pack,189.43,425.0,1
LUCKY ME CRACKERS FAMILY SIZE,170.21,261.0,1
Gardenia Crackers Refill Pack,88.31,269.0,1
Century Tuna Pancit Canton Family Size,192.77,388.0,1
Alaska Tuna Flakes Bottle,125.27,257.0,1
piattos cookies bottle,201.08,533.0,1
Oish Cooking Oil Refill Pack,216.55,149.0,1
purefoods sugar refill pack,122.51,241.0,1
San Miguel Tuna Flakes Pack of 3,217.13,599.0,1
CDO  Soy  Sauce  Pack  of  3,182.43,159.0,1
Mega Crackes,198.5,271.0,1
Nova BeefLoaf,188.09,562.0,1
lucky me chocolate drink bottle,15.39,81.0,1
San Miguel Sugar Packof 3,153.97,395.0,1
Del Monte Instant Coffee Refill Pack,157.52,391.0,1
magnolia potato chips pack of 3,55.22,437.0,1
Magnolia Biscuits Pack of 3,205.45,411.0,1
Del Monte Chocolate Drnk,115.03,559.0,1
CDOSalt,165.13,297.0,1
ALASKA EVAPORATED MILK BOTTLE,37.43,231.0,1
UFC Oatmeal Refill Pack,242.73,406.0,1
555 otdog Pack of 3,123.14,448.0,1
Gardenia Beef Loa Sachet,123.97,501.0,1
SkyFlaks Hotdog Refill Pack,162.0,316.0,1
PUREFOODS PEANUT BUTTER BOTTLE,150.81,81.0,1
magnolia cheese family size,226.21,167.0,1
Mega  Sardines  Refill  Pack,119.05,483.0,1
Purefoods Shrimp Crackers Bottle,128.75,560.0,1
Purefoods  Peanut  Butter  Pack  of  3,208.23,135.0,1
MILO SARDINES PACK OF 3,133.41,497.0,1
purefoods crackers refill pack,217.38,166.0,1
Selecta Tuna Flkes Pack of 3,70.71,359.0,1
C2 Chocolate Drink Refill Pac,31.01,195.0,1
Selecta Evaporated ilk,120.15,325.0,1
Alaska CrackersSachet,191.49,242.0,1
ova Potato Chips,35.1,226.0,1
Purefoods Panci Canton Family Size,47.42,215.0,1
PUREFOODS CONDENSED MILK REFILL PACK,54.64,231.0,1
PUREFOODS CHOCOLATE BAR SACHET,141.91,255.0,1
mega instant coffee sachet,167.87,596.0,1
Lucky Me Waer,54.58,421.0,1
Century TunaPotato Chips Sachet,125.97,206.0,1
Fita Wfer,142.2,363.0,1
cdo cheese refill pack,64.86,517.0,1
Century Tuna Pancit Cantn Pack of 3,191.3,148.0,1
magnolia soy sauce family size,210.92,349.0,1
Purefoods  Condensed  Milk,113.72,197.0,1
Oisi Instant Coffee,35.77,406.0,1
C2  Wafer  Family  Size,231.97,154.0,1
Datu  Puti  Oatmeal  Family  Size,226.29,158.0,1
CDO Spghetti Sauce Sachet,161.68,183.0,1
Lucky M Vienna Sausage Family Size,101.95,178.0,1
Monde  Shrimp  Crackers  Sachet,43.64,519.0,1
nova salt pack of 3,128.87,348.0,1
Oishi Vienna Sausage Refill Pack,245.65,523.0,1
NESTLE CONDENSED MILK BOTTLE,49.74,123.0,1
Del Monte CondensedMilk,37.08,548.0,1
Del  Monte  Wafer  Bottle,102.91,127.0,1
Mega  Biscuits  Pack  of  3,78.85,447.0,1
argentina pancit canton bottle,114.44,302.0,1
del monte chocolate bar refill pack,112.59,372.0,1
Bear Brand Cookes,196.79,356.0,1
55 Tuna Flakes Refill Pack,177.29,313.0,1
Gardenia Evaporated Milk Refill Pack,116.84,160.0,1
urefoods Crackers,85.84,274.0,1
bear brand evaporated milk sachet,164.55,147.0,1
Datu Puti Spaghetti Sauce Refill Pack,176.72,498.0,1
SkyFlakes Choolate Bar,149.39,285.0,1
Luky Me Mayonnaise,29.79,374.0,1
Monde Chocolate Drink Sachet,111.98,144.0,1
UFC Cooking Oi,65.3,100.0,1
Reno Sardnes,165.99,169.0,1
CDO Rice Refill Pack,43.15,287.0,1
cdo potato chips family size,111.95,190.0,1
lucky me crackers refill pack,116.52,132.0,1
Nestle  Salt  Bottle,202.2,388.0,1
CDO Mayonnaie,195.28,584.0,1
CHIPPY TUNA FLAKES FAMILY SIZE,157.5,142.0,1
milo potato chips bottle,235.32,521.0,1
SkyFlakes Sardines Refill Pack,246.69,511.0,1
Datu Puti Cookies Sachet,136.06,528.0,1
Nova Sardines Famil Size,166.58,471.0,1
Argentina Fruit Juice Refill Pack,97.98,341.0,1
selecta cheese bottle,7203.0,433.0,1
SkyFlaes Cheese,44.6,555.0,1
ALASKA WAFER REFILL PACK,16.54,149.0,1
C2 POTATO CHIPS REFILL PACK,100.82,344.0,1
nescafe cooking oil family size,143.74,430.0,1
den Rice Bottle,117.32,169.0,1
PUREFOODS RICE BOTTLE,178.5,151.0,1
UFC Vienna Susage Family Size,57.38,223.0,1
Del Monte Evaporated Mil,200.12,329.0,1
CDO CORNED BEEF REFILL PACK,9683.0,571.0,1
cdo hotdog refill pack,234.49,84.0,1
ufc pancit canton pack of 3,197.58,598.0,1
NESTLE CRACKERS BOTTLE,98.74,238.0,1
nova biscuits refill pack,65.41,543.0,1
San Miguel Shrimp Cackers,176.6,339.0,1
Nestle Panci Canton,78.31,437.0,1
oishi cheese sachet,156.24,95.0,1
gardenia cooking oil family size,104.34,494.0,1
Selecta Instant Coffee,220.2,321.0,1
Nova Instant Coffe,32.86,495.0,1
gardenia corned beef bottle,193.98,518.0,1
Argentina  Peanut  Butter  Pack  of  3,121.93,576.0,1
bear brand evaporated milk family size,55.89,465.0,1
argentina sugar pack of 3,88.39,305.0,1
RENO SALT SACHET,56.08,239.0,1
Fita  Wafer  Sachet,175.96,591.0,1
SELECTA INSTANT COFFEE PACK OF 3,60.09,426.0,1
Datu Puti Corned Beef Bottle,59.83,467.0,1
Century Tuna Oatmeal Refill Pack,205.87,473.0,1
CDO Bef Loaf Pack of 3,124.5,507.0,1
NOVA SALT FAMILY SIZE,127.68,545.0,1
Mega  Chocolate  Drink  Bottle,24.35,545.0,1
Datu Puti Soy Saue Sachet,88.32,93.0,1
55 Cheese Bottle,182.31,468.0,1
Del Monte alt,187.95,561.0,1
Jack  'n  Jill  Cooking  Oil  Family  Size,153.8,199.0,1
CO Chocolate Drink,128.93,540.0,1
argentina chocolate bar bottle,124.65,299.0,1
eden cookies bottle,83.1,436.0,1
C2Soy Sauce Bottle,241.03,520.0,1
Chippy Chocolate Bar Bottle,160.56,431.0,1
Nescaf Hotdog Refill Pack,170.2,410.0,1
san miguel soy sauce family size,141.11,480.0,1
Monde Sardines Pack of 3,143.5,489.0,1
Eden Tmato Sauce,45.11,584.0,1
alaska tuna flakes sachet,57.2,180.0,1
Jack  'n  Jill  Fruit  Juice  Sachet,58.52,172.0,1
JACK 'N JILL SALT SACHET,164.46,236.0,1
jack 'n jill instant coffee bottle,26.96,292.0,1
55 Salt Bottle,102.39,209.0,1
Mgnolia Tuna Flakes,50.45,344.0,1
CDO Sugar Sachet,81.16,459.0,1
Bear Brand Vienna Sauage Pack of 3,115.55,89.0,1
FITA EVAPORATED MILK SACHET,28.05,390.0,1
Selecta Condensed Milk Bottle,116.05,598.0,1
Nova Instant Coffee Refill Pack,197.68,194.0,1
Gardenia Potato Chips Sachet,237.66,530.0,1
C2 Corned Bee,26.43,312.0,1
NESTLE CONDENSED MILK REFILL PACK,53.25,80.0,1
Purefoods  Sardines  Pack  of  3,207.54,251.0,1
Fita Toato Sauce,133.97,83.0,1
reno sugar refill pack,207.45,593.0,1
kyFlakes Cooking Oil,149.53,387.0,1
LUCKY ME COOKIES SACHET,223.71,264.0,1
skyflakes condensed milk sachet,84.34,376.0,1
Lucky Me Pancit Canton Bottle,233.96,562.0,1
Jack 'n Jill Soy Sauce Sachet,198.95,128.0,1
ishi Cheese,212.22,544.0,1
OISHI CONDENSED MILK FAMILY SIZE,95.94,157.0,1
cdo beef loaf pack of 3,192.46,389.0,1
Mega Corned Beef Refill Pack,79.96,544.0,1
Bear  Brand  Hotdog  Family  Size,199.2,555.0,1
Nescafe Rice Pack of 3,127.97,565.0,1
Jack 'n Jill Spaghetti Sauce Pack of3,97.02,360.0,1
UFC Cooking Oil Sachet,110.83,263.0,1
Argentina Potato Chips Family ize,152.77,543.0,1
C2 Corned Bef Sachet,43.66,124.0,1
NovaSugar,132.05,270.0,1
Reno Instant Coffee Sachet,126.07,208.0,1
Del onte Wafer,88.87,470.0,1
Nestle Panct Canton,64.73,114.0,1
SkyFlakes Soy Sauc,156.36,134.0,1
Fita Vienna Sausage Pack of 3,7647.0,274.0,1
555 Cooing Oil Sachet,114.09,290.0,1
UFC PANCIT CANTON,60.51,89.0,1
Del Monte Shrimp Crackers Refill Pack,245.21,165.0,1
Nescafe  Oatmeal  Family  Size,233.56,270.0,1
Milo Pancit Canton Family Size,235.29,311.0,1
bear brand sardines refill pack,168.38,450.0,1
Fita  Fruit  Juice,178.34,130.0,1
Selecta Cookies Rfill Pack,35.05,304.0,1
Nova Eaporated Milk,150.85,596.0,1
ufc peanut butter sachet,217.17,529.0,1
century tuna evaporated milk,102.97,127.0,1
Del Monte Corned Beef Pack of 3,38.16,211.0,1
Gardenia Potato Chips Family Size,113.79,82.0,1
Datu Puti Fruit Juice Family Size,157.29,500.0,1
argentina chocolate bar pack of 3,111.53,490.0,1
Piatos Wafer,181.84,475.0,1
Century Tuna Peanut Butte,22.76,473.0,1
purefoods mayonnaise pack of 3,89.77,331.0,1
Mega  Tomato  Sauce  Pack  of  3,113.26,576.0,1
Gardenia Cookie Bottle,79.72,525.0,1
55 Cheese,38.76,284.0,1
Century Tuna Hotdog Sachet,15.64,251.0,1
EDEN SARDINES FAMILY SIZE,200.91,442.0,1
selecta biscuits refill pack,128.56,224.0,1
Century Tuna Crackers Refill Pack,104.07,240.0,1
Piattos Cookies Refill Pack,206.06,182.0,1
Reno Evaporated Milk Bottle,77.88,361.0,1
MEGA CONDENSED MILK BOTTLE,232.82,100.0,1
bear brand shrimp crackers family size,126.11,205.0,1
lucky me beef loaf bottle,216.38,267.0,1
Oishi Tuna Flakes Family Size,232.15,569.0,1
Eden Pancit Canton Bottle,188.03,181.0,1
Bear Brad Hotdog,211.23,365.0,1
Reno Spaghetti Sauce Sachet,171.56,130.0,1
Selecta Shrim Crackers Sachet,204.2,568.0,1
Purefoods Beef Loaf Bottle,136.22,397.0,1
ufc pancit canton family size,237.43,125.0,1
Monde  Condensed  Milk  Family  Size,201.94,476.0,1
bear brand evaporated milk pack of 3,141.52,172.0,1
Century una Biscuits Pack of 3,69.25,105.0,1
Nestle Beef Loaf Refill Pack,213.88,193.0,1
MEGA SOY SAUCE BOTTLE,88.31,276.0,1
Alaska Tomat Sauce,248.57,191.0,1
UFC  Condensed  Milk  Bottle,121.35,507.0,1
del monte sardines family size,100.78,100.0,1
UFC  Cooking  Oil  Pack  of  3,38.25,400.0,1
magnolia chocolate bar pack of 3,3328.0,578.0,1
Jack 'n Jil Sardines,51.98,440.0,1
Nestle Wafer Refill Pack,180.63,380.0,1
SkyFlakes Sardine,108.17,349.0,1
Century Tuna Potato hips Bottle,234.87,110.0,1
Chippy Cheese Sachet,198.75,240.0,1
Mega So Sauce,51.96,545.0,1
selecta cheese family size,30.37,398.0,1
Milo Chocolate Bar Pack of 3,165.14,316.0,1
Datu Puti Beef Loaf Family Size,32.36,340.0,1
Argentina Potat Chips,122.99,85.0,1
fita rice family size,208.55,541.0,1
Mega  Salt  Pack  of  3,88.32,481.0,1
Mega Vienna Sausage,167.11,275.0,1
Piattos Cooking Oil Refil Pack,158.23,122.0,1
Oishi Fruit Juice Bottle,131.28,229.0,1
Mega Toato Sauce Family Size,103.83,286.0,1
555 vienna sausage bottle,202.12,167.0,1
C2 Pancit anton,84.88,237.0,1
555 Chocolate Drink Sachet,182.58,114.0,1
Nova Tuna Flakes Pack of 3,193.61,141.0,1
selecta spaghetti sauce pack of 3,226.62,244.0,1
Datu Puti Soy auce,241.65,434.0,1
PUREFOODS WAFER FAMILY SIZE,113.14,223.0,1
Argentina Oatmal Pack of 3,187.86,125.0,1
Lucky Me Tomato Sauce Bottle,154.79,381.0,1
Chippy Tuna Flkes Pack of 3,248.94,84.0,1
UFC Sugar Sachet,198.37,181.0,1
Purefoods Viena Sausage,33.46,472.0,1
Century una Oatmeal,74.73,536.0,1
nestle vienna sausage family size,156.91,446.0,1
Datu  Puti  Fruit  Juice  Sachet,232.72,267.0,1
Nova Oatmeal Refill Pack,46.13,587.0,1
Nova Soy Sauce,171.47,477.0,1
SkyFlakes Beef Loaf Refil Pack,176.1,106.0,1
Cenury Tuna Spaghetti Sauce Sachet,221.12,202.0,1
PUREFOODS POTATO CHIPS SACHET,192.68,89.0,1
555 Chocolate Bar Family Size,23.6,159.0,1
Oishi Shrimp Crckers,217.92,291.0,1
Oihi Evaporated Milk,60.59,299.0,1
CD Peanut Butter,237.14,168.0,1
Eden Evaporated Mik Refill Pack,169.98,111.0,1
Piatto Tuna Flakes,200.63,405.0,1
Nestl Mayonnaise,45.11,89.0,1
Bear Brand Pancit Canon,74.06,176.0,1
ufc fruit juice bottle,135.7,243.0,1
NescafeWafer Pack of 3,219.14,265.0,1
Piattos Mayonnaise Sachet,174.89,251.0,1
Alaska Beef Loaf Bottle,147.1,194.0,1
ARGENTINA SPAGHETTI SAUCE SACHET,84.95,319.0,1
Oishi Tomato Sauce Sachet,208.57,261.0,1
purefoods sardines bottle,86.73,499.0,1
Meg Sardines,158.45,267.0,1
Necafe Wafer Refill Pack,93.69,496.0,1
Eden Soy Sauce ack of 3,188.61,234.0,1
Jack ' Jill Chocolate Drink,131.25,528.0,1
Meg Peanut Butter,73.7,101.0,1
Fita Instant Coffee Pack of 3,229.94,369.0,1
Nescae Hotdog,72.82,154.0,1
mega sardines family size,249.42,532.0,1
ishi Fruit Juice Sachet,138.66,536.0,1
Lucky Me Mayonnaise Family Size,44.61,327.0,1
FC Rice,170.36,599.0,1
century tuna tuna flakes family size,80.3,124.0,1
del monte tuna flakes refill pack,191.59,581.0,1
Magnolia Potato Chip Refill Pack,119.8,209.0,1
555 beef loaf pack of 3,161.48,580.0,1
magnolia salt sachet,97.18,563.0,1
Bear Brand Condensed Milk Sachet,163.4,581.0,1
MONDE TUNA FLAKES REFILL PACK,167.7,151.0,1
gardenia cookies bottle,166.83,136.0,1
Bear Brand Crackers Refil Pack,62.31,380.0,1
C2 Tuna Flakes Sachet,50.09,444.0,1
lucky me tomato sauce sachet,96.27,325.0,1
gardenia potato chips pack of 3,98.18,353.0,1
Selecta Beef Loa,117.17,589.0,1
Monde Oatmeal Refill Pack,31.47,497.0,1
RENO TOMATO SAUCE BOTTLE,219.47,518.0,1
jack 'n jill shrimp crackers pack of 3,34.39,95.0,1
OISHI BISCUITS FAMILY SIZE,181.74,84.0,1
555 ondensed Milk Family Size,249.51,523.0,1
Mea Condensed Milk,144.09,326.0,1
SkyFlakes  Peanut  Butter  Refill  Pack,166.03,413.0,1
Magnolia  Vienna  Sausage  Sachet,167.97,83.0,1
CDO Oateal Sachet,61.08,219.0,1
Nva Cookies,193.13,344.0,1
century tuna condensed milk refill pack,102.8,131.0,1
C2  Cookies  Sachet,236.58,158.0,1
Milo  Tuna  Flakes  Bottle,76.06,530.0,1
555 Corned Beef Bottle,211.05,460.0,1
Mlo Instant Coffee Sachet,70.12,319.0,1
Milo ugar,31.7,360.0,1
jack 'n jill biscuits pack of 3,204.88,115.0,1
Del Monte Crackers Bottle,75.23,422.0,1
san miguel crackers pack of 3,102.46,541.0,1
Gardenia Tuna Flakes Family Size,99.43,347.0,1
Milo Cookng Oil Family Size,186.01,115.0,1
555 Cookies Family Size,43.57,94.0,1
Lucky Me Bef Loaf Pack of 3,219.98,588.0,1
C2 CRACKERS PACK OF 3,142.2,246.0,1
magnolia tuna flakes refill pack,184.62,213.0,1
fita beef loaf refill pack,116.9,483.0,1
century tuna instant coffee family size,72.39,311.0,1
ARGENTINA CONDENSED MILK SACHET,176.32,414.0,1
Eden Corned Beef Bottle,248.52,399.0,1
SkyFakes Hotdog Family Size,105.23,445.0,1
NOVA SHRIMP CRACKERS PACK OF 3,225.52,506.0,1
Noa Cookies,26.84,133.0,1
DATU PUTI INSTANT COFFEE FAMILY SIZE,230.75,229.0,1
LuckyMe Hotdog,30.43,577.0,1
jack 'n jill tomato sauce bottle,43.05,334.0,1
Bear Brand Bisuits Sachet,242.65,599.0,1
DATU PUTI CHOCOLATE BAR REFILL PACK,1864.0,383.0,1
Datu  Puti  Condensed  Milk  Refill  Pack,41.3,91.0,1
Milo Corned Bef,217.84,97.0,1
UFC  Cheese  Pack  of  3,77.13,291.0,1
UFC Instant Coffee Sachet,209.06,228.0,1
Prefoods Corned Beef,178.61,571.0,1
C2 Panut Butter Pack of 3,85.44,398.0,1
Gardenia CookiesBottle,200.5,460.0,1
Reno Mayonnaise Bttle,60.29,597.0,1
cdo sardines family size,44.25,124.0,1
mega pancit canton refill pack,118.35,122.0,1
Milo Chocolate Bar Pack o 3,65.23,432.0,1
ARGENTINA SALT REFILL PACK,156.2,462.0,1
Century Tuna Peanut Butter Refill Pack,223.26,315.0,1
Lucky Me Potato Chips Family Size,220.42,411.0,1
CDO Wafer Family Size,57.1,346.0,1
mega cooking oil pack of 3,128.91,515.0,1
JACK 'N JILL CORNED BEEF REFILL PACK,100.48,501.0,1
Fita Peanut Butter Bottle,155.27,430.0,1
Magnolia Choclate Bar Bottle,100.43,354.0,1
Magnolia Evaporated Milk Family Siz,184.49,534.0,1
555 Frui Juice,16.1,105.0,1
Bear Brand Biscuit Pack of 3,150.01,169.0,1
MILO CHOCOLATE DRINK BOTTLE,114.37,126.0,1
reno chocolate drink bottle,240.59,253.0,1
Chipp Salt,167.35,404.0,1
Reno Shrimp Crackers,69.35,400.0,1
C2 CHOCOLATE BAR PACK OF 3,236.77,533.0,1
Bear Brand Evaporated Milk Refill Pack,155.89,218.0,1
SanMiguel Crackers,87.31,243.0,1
eden tuna flakes pack of 3,231.41,320.0,1
SkyFlakes Biscuit,20.53,536.0,1
Nestle Wafer Sachet,212.37,569.0,1
Nescafe Spaghetti Saue Pack of 3,102.26,406.0,1
SAN MIGUEL CHEESE FAMILY SIZE,135.82,200.0,1
gardenia shrimp crackers sachet,47.64,318.0,1
MONDE OATMEAL SACHET,162.05,275.0,1
CD Tuna Flakes,248.6,378.0,1
Mega  Salt  Family  Size,200.08,419.0,1
chippy potato chips bottle,209.76,290.0,1
Een Tomato Sauce,247.03,474.0,1
C2 Salt Bottle,117.16,348.0,1
san miguel potato chips refill pack,83.26,358.0,1
purefoods cookies pack of 3,39.9,175.0,1
FITA BEEF LOAF SACHET,217.62,346.0,1
Nestle Shrimp Crackes Refill Pack,196.85,187.0,1
ufc soy sauce refill pack,227.89,310.0,1
San Miguel eef Loaf,146.75,496.0,1
milo instant coffee,211.9,167.0,1
Magolia Shrimp Crackers Sachet,127.53,544.0,1
San  Miguel  Fruit  Juice  Family  Size,68.93,272.0,1
Magnolia Condensed Mil Sachet,70.72,291.0,1
Fita Hotdog Rfill Pack,96.38,273.0,1
PUREFOODS PEANUT BUTTER REFILL PACK,83.75,339.0,1
Monde Evapoated Milk,78.68,94.0,1
UFC  Cheese  Bottle,83.08,333.0,1
Argentna Hotdog Bottle,230.52,413.0,1
Ren Corned Beef Pack of 3,207.67,87.0,1
Magnolia Corned Beef Pack of 3,232.11,450.0,1
SkyFlakes  Potato  Chips  Bottle,155.91,250.0,1
Lucky Me EvaporatedMilk Family Size,97.05,219.0,1
Milo Mayonnaise Pack of 3,52.16,233.0,1
Reno Vienna Sausage Rfill Pack,129.3,425.0,1
purefoods peanut butter family size,53.87,307.0,1
Monde Wafer Sachet,30.2,424.0,1
UFC Beef Loaf Refill Pack,222.09,398.0,1
Century TunaCondensed Milk,49.4,318.0,1
2 Cooking Oil,199.64,503.0,1
SAN MIGUEL COOKING OIL PACK OF 3,215.74,268.0,1
555 Sugar Refill Pack,196.25,411.0,1
piattos spaghetti sauce bottle,55.33,365.0,1
skyflakes oatmeal refill pack,187.83,431.0,1
Gardenia Soy Sauc,220.14,256.0,1
UFC Rice Bottle,34.24,527.0,1
Chipy Sardines,160.29,176.0,1
Argetina Chocolate Bar Pack of 3,179.4,130.0,1
Century Tuna Cheese Pack of 3,33.33,359.0,1
jack 'n jill crackers family size,17.29,310.0,1
Lcky Me Tomato Sauce,29.78,508.0,1
Monde  Beef  Loaf  Pack  of  3,218.83,178.0,1
Chippy Shrimp Crackers Sachet,218.24,426.0,1
Piattos  Shrimp  Crackers  Refill  Pack,115.5,403.0,1
CDO Waer,208.85,435.0,1
San Miguel Tomato Sauce Refill Pack,183.34,355.0,1
UFC  Hotdog  Pack  of  3,17.7,134.0,1
oishi potato chips sachet,208.2,546.0,1
san miguel vienna sausage refill pack,20.66,438.0,1
PUREFOODS CHEESE FAMILY SIZE,88.9,293.0,1
Purefoos Condensed Milk Sachet,31.79,518.0,1
