Listing_ID,Car_Title,Price_Raw,Source_Platform,Date_Scraped,Mileage_Raw
356,TOYOTA ACCENT GL,1378905.47,Carmudi,2024-03-14,192427km
357,Isuzu Ertiga,1817500.48,Facebook Marketplace,2024-03-02,169743 km
358,Mazda City,$637692.91,SM Auto,2024-03-09,
359,nissan almera,292855.64,Local Dealer,2024-03-19,219740 kms
360,Geely Vios,374342.92,Local Dealer,2024-03-16,197732 km
361,FORD ERTIGA RUSH,1443725.89,OLX,2024-03-23,"223,861 KM"
362,ford cr-v,,Toyota Certified Pre-Owned,2024-03-21,72681 km
363,toyota innova,1262334.13,Toyota Certified Pre-Owned,2024-03-17,
364,honda ertiga,437172.45,Honda Cars Pre-Owned,2024-03-12,27627 kms
365,Ford  D-Max  Sport,329337.13,SM Auto,2024-03-09,87603 km
366,mitsubishi innova le,838819.97,Carmudi,2024-03-03,88565 km
367,SUZUKI D-MAX XLE,,SM Auto,2024-03-13,61204 km
368,ford mu-x,138027875,Facebook Marketplace,2024-03-07,39030 km
369,MG FORTUNER,"548229,16",OLX,2024-03-16,73472 km
370,Chevrolet Innova Preowned,121192647,Toyota Certified Pre-Owned,2024-03-12,113670km
371,Suzuki  BR-V,1884979.02,SM Auto,2024-03-01,35619 km
372,suzuki ranger,866812.30,SM Auto,2024-03-16,234305 km
373,Foton ontero Sport,"1693536,31",Facebook Marketplace,2024-03-27,"106,093 KM"
374,Chevrolet HR-V,694338.08 php,AutoDeal,2024-03-13,37268km
375,isuzu accent,579096.92,Local Dealer,2024-03-06,95235 km
376,ford wigo urgent,$988190.60,Toyota Certified Pre-Owned,2024-03-26,"134,532 KM"
377,MAZDA CR-V,1964310.05,Honda Cars Pre-Owned,2024-03-17,176387 km
378,Kia Innova,334010.80,Toyota Certified Pre-Owned,2024-03-01,"97,958 KM"
379,Hyundai  EcoSport,1723001.31,OLX,2024-03-22,218421 km
380,FORD RANGER GXL,0,Toyota Certified Pre-Owned,2024-03-18,194655km
381,nissan city vgt,967764.90,Toyota Certified Pre-Owned,2024-03-06,
382,Mitsubishi  HR-V  XLE,1678622.36 php,Carmudi,2024-03-26,162892 km
383,Kia rtiga MT,"836392,89",Facebook Marketplace,2024-03-11,19384 km
384,foton ranger,1105867.93 php,AutoDeal,2024-03-23,107818km
385,nissan ecosport glx,1063494.88,Honda Cars Pre-Owned,2024-03-17,24488 km
386,foton civic,751443.07,Honda Cars Pre-Owned,2024-03-03,88862 kms
387,Mazda Wigo GXL,1661347.08,Toyota Certified Pre-Owned,2024-03-25,"119,464 KM"
388,Foton City Sport,1975050.09,SM Auto,2024-03-09,212388 km
389,Nissan Navara,1141511.66,AutoDeal,2024-03-09,31606 km
390,Mitsubishi Wigo,820928.96,Toyota Certified Pre-Owned,2024-03-21,185516 km
391,Hoda HR-V,379685.60,Honda Cars Pre-Owned,2024-03-09,84527 km
392,Geely Vios,1236251.44,Facebook Marketplace,2024-03-27,178104 km
393,Kia BR-V GXL RUSH,"371154,76",Local Dealer,2024-03-15,245471 km
394,Ford Xpander,1102555.85,AutoDeal,2024-03-23,63970 km
395,Toyota  MU-X  Certified,$1847978.37,Toyota Certified Pre-Owned,2024-03-03,167522 km
396,HONDA MU-X GLX,"291052,70",Honda Cars Pre-Owned,2024-03-27,42642 km
397,MAZDA SPORTAGE,879330.17,SM Auto,2024-03-04,99199 km
398,hyundai montero sport vgt,1733577.61,Toyota Certified Pre-Owned,2024-03-01,215153 km
399,ford d-max sport,1548290.09 php,Local Dealer,2024-03-01,"114,455 KM"
400,Suzuki Mirage XLE,$543048.00,AutoDeal,2024-03-04,232981 kms
401,Nissan Mirage,1535336.11 php,Facebook Marketplace,2024-03-02,124172 km
402,isuzu civic mt,870299.09,Carmudi,2024-03-02,126257 km
403,Mazda  Ertiga,657669.71,Honda Cars Pre-Owned,2024-03-21,143156 km
404,MG Tucson,"318949,08",OLX,2024-03-21,121450 km
405,CHEVROLET PICANTO,1804360.81,AutoDeal,2024-03-01,172493 km
406,Geely  Ertiga,$1288056.38,SM Auto,2024-03-20,193034 kms
407,Kia Civic RUSH,"200900,52",Facebook Marketplace,2024-03-02,233691 kms
408,Hundai Vios Preowned,"773164,56",OLX,2024-03-22,63640 kms
409,KIA CX-5,675568.64,AutoDeal,2024-03-10,226873 km
410,nissan cx-5,1949642.39,Carmudi,2024-03-27,87533 km
411,Foon CR-V MT,1905441.33,Honda Cars Pre-Owned,2024-03-19,36068 km
412,ford hr-v,856803.58,Facebook Marketplace,2024-03-05,25657 km
413,mazda almera gl preowned,1854252.19,SM Auto,2024-03-01,172450 km
414,MITSUBISHI FORTUNER VGT,"725329,28",SM Auto,2024-03-14,
415,MITSUBISHI CITY NEGO,1690298.51,OLX,2024-03-28,58244 km
416,SUZUKI MU-X LE,139194858,AutoDeal,2024-03-06,18257km
417,suzuki fortuner gxl,,AutoDeal,2024-03-18,97538 kms
418,Nissan ccent,1031614.68,Local Dealer,2024-03-19,142789 km
419,TOYOTA MIRAGE,$1085315.51,SM Auto,2024-03-10,163850 kms
420,NISSAN CITY RUSH,152307588,Local Dealer,2024-03-24,168619 km
421,ToyotaWigo,,OLX,2024-03-14,4001 km
422,suzuki civic certified,$1209720.37,Honda Cars Pre-Owned,2024-03-07,73423 km
423,MG BR-V GL,1435027.20 php,Honda Cars Pre-Owned,2024-03-13,"47,749 KM"
424,Geely Wigo Sport,918880.39,Local Dealer,2024-03-18,70990 km
425,MG D-Max GL,1326760.43,Local Dealer,2024-03-13,157127 km
426,mazda almera,0,OLX,2024-03-21,
427,HYUNDAI MIRAGE,"319845,52",Honda Cars Pre-Owned,2024-03-07,104783km
428,chevrolet ertiga,1809285.75 php,OLX,2024-03-24,104090 km
429,Ford  D-Max,1336284.81,Facebook Marketplace,2024-03-02,167063 km
430,Honda  Tucson,1216293.87,Local Dealer,2024-03-24,141205 km
431,ford ranger sport,1803346.15,Honda Cars Pre-Owned,2024-03-27,156080 km
432,Nissan Picanto GL,636529.66,Local Dealer,2024-03-02,113697 km
433,mazda wigo,266197.02,Local Dealer,2024-03-08,"48,309 KM"
434,MG Tucson,1689155.87,OLX,2024-03-28,47837 km
435,Suzuki Ranger XLE,970184.24,Toyota Certified Pre-Owned,2024-03-04,22308 km
436,Mazda Tucson,1301595.17,Honda Cars Pre-Owned,2024-03-17,124768 km
437,Hyundai Vios GXL,"286529,82",AutoDeal,2024-03-23,199122 kms
438,Mazda Sportage,1772730.15,SM Auto,2024-03-12,78203 km
439,Mazda  Vios,1259578.99,Toyota Certified Pre-Owned,2024-03-22,147542km
440,Ford  Picanto  RUSH,$1934233.42,Toyota Certified Pre-Owned,2024-03-25,143403 km
441,Kia Vios AT,453340.63,OLX,2024-03-03,96899 km
442,KIA ALMERA,422569.38 php,Facebook Marketplace,2024-03-23,
443,chevrolet city,1301907.66,OLX,2024-03-04,243296 km
444,CHEVROLET HR-V XLE CERTIFIED,,SM Auto,2024-03-15,194251 km
445,honda ranger sport,1694704.31,Local Dealer,2024-03-25,30953km
446,honda mu-x le preowned,960834.35,Facebook Marketplace,2024-03-09,232110 km
447,MITSUBISHI RANGER,"863668,96",Honda Cars Pre-Owned,2024-03-20,
448,isuzu sportage gxl,"1960402,45",OLX,2024-03-10,126793 km
449,geely hr-v,1189754.82,OLX,2024-03-24,130471 km
450,GEELY INNOVA,385396.52,OLX,2024-03-07,26950 km
451,Ford Almera,1683529.82,Toyota Certified Pre-Owned,2024-03-15,"238,805 KM"
452,Hyundai Mirage VGT,1156798.28,Toyota Certified Pre-Owned,2024-03-27,"202,959 KM"
453,geely ranger,,Facebook Marketplace,2024-03-16,34598 km
454,Mazda ity,"219422,04",Honda Cars Pre-Owned,2024-03-06,119028 km
455,Geel BR-V GXL,752461.29,Honda Cars Pre-Owned,2024-03-26,156964 km
456,Geely EcoSport,1812327.48,SM Auto,2024-03-16,152853 km
457,honda cx-5 glx,1035302.82,SM Auto,2024-03-19,249707 km
458,Toyota  CR-V,"1512883,42",AutoDeal,2024-03-18,218399 km
459,M Xpander LE,1387916.42,Local Dealer,2024-03-23,81350 km
460,hevrolet EcoSport VGT,1162247.95,OLX,2024-03-06,18398 km
461,Geely Ertiga AT,"1905697,81",Toyota Certified Pre-Owned,2024-03-21,168301 km
462,Chevrolet  Accent  Sport  Nego,"874709,31",SM Auto,2024-03-25,"155,327 KM"
463,hyundai innova,"405121,26",Toyota Certified Pre-Owned,2024-03-22,26941 km
464,honda montero sport gl negotiable,70652986,Local Dealer,2024-03-25,231807 km
465,Honda  Vios,"1077302,50",Toyota Certified Pre-Owned,2024-03-23,
466,Kia BR-V,535625.81 php,Local Dealer,2024-03-22,
467,Iszu CX-5,969798.15,OLX,2024-03-06,237237 km
468,Chevrolet Innova Sport RUSH,225700.03,Carmudi,2024-03-06,43188 km
469,Hyundai BR-V,$627715.22,Toyota Certified Pre-Owned,2024-03-14,
470,geely br-v preowned,1249218.96,Facebook Marketplace,2024-03-23,"83,075 KM"
471,kia city mt,"905341,72",AutoDeal,2024-03-24,"134,161 KM"
472,itsubishi Montero Sport NEGO,1517161.54,Toyota Certified Pre-Owned,2024-03-15,
473,NISSAN VIOS,826417.39,Local Dealer,2024-03-22,174632 km
474,toyota vios,725625.53,SM Auto,2024-03-01,"30,942 KM"
475,Geely  Xpander  XLE,1570719.80,AutoDeal,2024-03-22,32629 km
476,MG  Xpander  GXL  Nego,184040636,Honda Cars Pre-Owned,2024-03-16,"129,595 KM"
477,geely ecosport glx,1267775.11,SM Auto,2024-03-09,19260 km
478,FOTON VIOS AT,$1983879.62,Carmudi,2024-03-13,"71,631 KM"
479,Mazda CX-5,1374144.12,Carmudi,2024-03-08,231122 km
480,hyundai mirage,1686526.97,Facebook Marketplace,2024-03-28,50474 km
481,Geely Montero Sport,296026.10,AutoDeal,2024-03-12,
482,HYUNDAI CR-V AT,115175494,Facebook Marketplace,2024-03-26,
483,MG Wigo,1484304.14,Honda Cars Pre-Owned,2024-03-28,80634 km
484,MG Xpander,"693557,42",Carmudi,2024-03-08,82211 km
485,MAZDA HR-V,155949230,Toyota Certified Pre-Owned,2024-03-23,173890 km
486,onda BR-V,69745869,Carmudi,2024-03-03,194975 km
487,mazda br-v at urgent,799772.12 php,Carmudi,2024-03-13,88877 km
488,GEELY INNOVA MT,481713.17,Toyota Certified Pre-Owned,2024-03-17,"56,418 KM"
489,Chevrolet HR-V,,Toyota Certified Pre-Owned,2024-03-14,90831 km
490,mg city,1955676.43,Honda Cars Pre-Owned,2024-03-05,188488 km
491,suzuki cx-5,1012914.85 php,Facebook Marketplace,2024-03-04,
492,Nissan ortuner RUSH,708578.35,Facebook Marketplace,2024-03-20,39208 kms
493,MITSUBISHI ECOSPORT LE,463869.85,Toyota Certified Pre-Owned,2024-03-09,161392 km
494,geely br-v,1888144.11,Toyota Certified Pre-Owned,2024-03-21,62065 kms
495,chevrolet vios sport rush,1772515.75,AutoDeal,2024-03-18,150713 km
496,Ford  Mirage  NEGO,,Local Dealer,2024-03-17,139890 km
497,Kia Tucson GLX,,Local Dealer,2024-03-28,109024 km
498,SUZUKI ERTIGA LE,1055845.32 php,Toyota Certified Pre-Owned,2024-03-18,169545 km
499,Chevrolet Ertiga AT,295694.66 php,Toyota Certified Pre-Owned,2024-03-11,244506km
500,Toyota  BR-V  AT,1802606.72 php,OLX,2024-03-26,
501,Hyundai  Ertiga,967164.67,Carmudi,2024-03-19,77134 km
502,Honda BR-V AT,1662110.66,SM Auto,2024-03-28,44454 km
503,honda br-v,472787.46,Local Dealer,2024-03-02,"221,632 KM"
504,Mitsubishi Montero Sport NEGO,"1694600,90",Toyota Certified Pre-Owned,2024-03-03,
505,GEELY D-MAX,1559500.41,Facebook Marketplace,2024-03-03,228421km
506,NISSAN D-MAX,$1433115.70,Carmudi,2024-03-10,76252 km
507,Hyundai CX-5 Negotiable,976607.88,OLX,2024-03-28,36517km
508,chevrolet innova glx,984298.80,SM Auto,2024-03-02,168079 km
509,Mitsubishi  Ranger  GLX,1398625.17,Local Dealer,2024-03-05,51710 km
510,Foton CX-5 GXL,1295756.79,Local Dealer,2024-03-09,114401 km
511,mg wigo,"924081,89",Honda Cars Pre-Owned,2024-03-07,133482 km
512,Nissan Vios GLX,305780.81,Facebook Marketplace,2024-03-01,95183 km
513,toyota br-v gl,228257.12 php,Carmudi,2024-03-09,"67,163 KM"
514,Chevrolet EcoSport GXL,509468.20 php,SM Auto,2024-03-02,233424 kms
515,Toyota BR-V GL,544978.22,SM Auto,2024-03-27,2279 km
516,hyundai d-max xle nego,$1243276.13,Facebook Marketplace,2024-03-10,123465 km
517,Toyota Accent LE,1677265.58,Honda Cars Pre-Owned,2024-03-06,47783 km
518,isuzu sportage gxl preowned,551897.25 php,Facebook Marketplace,2024-03-09,174127 km
519,mg tucson,587978.19,Carmudi,2024-03-20,113027 km
520,MG  Almera,398447.72,Carmudi,2024-03-28,164696 km
521,HYUNDAI CITY XLE,,Carmudi,2024-03-21,59768km
522,Mitsubishi Picanto,846977.20 php,Local Dealer,2024-03-04,"82,236 KM"
523,Honda igo,1745924.00 php,Toyota Certified Pre-Owned,2024-03-17,153198 km
524,Kia CX-5 Spot,1106294.11,Facebook Marketplace,2024-03-19,47506 kms
525,Isuzu Fortuner,"385622,43",Toyota Certified Pre-Owned,2024-03-23,246297 kms
526,suzuki innova vgt,374456.00 php,Toyota Certified Pre-Owned,2024-03-05,153587 kms
527,Mazda Sportage GXL,1103219.72,OLX,2024-03-18,29767 km
528,FORD CITY RUSH,1843843.46,Carmudi,2024-03-23,66735 km
529,Geely CR-V,393969.37,Honda Cars Pre-Owned,2024-03-21,60659 km
530,Mitsubishi CX-5,573353.90,AutoDeal,2024-03-27,2787 km
531,mitsubishi accent gxl,767926.50,Toyota Certified Pre-Owned,2024-03-11,155089 km
532,ISUZU HR-V XLE,1279212.67,Toyota Certified Pre-Owned,2024-03-15,26653 kms
533,GEELY XPANDER GXL NEGO,1497597.03,Carmudi,2024-03-06,223848 km
534,Geely Accent GL,"1197461,77",Toyota Certified Pre-Owned,2024-03-10,151311 km
535,mitsubishi accent rush,133737166,Toyota Certified Pre-Owned,2024-03-16,74642 kms
536,mg sportage,"1223749,47",AutoDeal,2024-03-27,152473 km
537,foton fortuner vgt preowned,318880.50,AutoDeal,2024-03-04,35714km
538,TOYOTA RANGER,693458.15,AutoDeal,2024-03-04,21166 km
539,MAZDA ALMERA MT,870316.30,AutoDeal,2024-03-04,14279 kms
540,Honda Tucson GLX Negotiable,1791712.16,Toyota Certified Pre-Owned,2024-03-15,107707 km
541,FORD BR-V,1485094.55,Toyota Certified Pre-Owned,2024-03-09,227800 km
542,nissan innova gxl,"1214864,88",AutoDeal,2024-03-14,246942km
543,TOYOTA ACCENT GXL,346197.33,Toyota Certified Pre-Owned,2024-03-05,225419km
544,Foton City Negotiable,363594.47,Toyota Certified Pre-Owned,2024-03-06,54287 km
545,mg innova,852826.23,AutoDeal,2024-03-19,98436km
546,Mazda BR-V Negotable,1798978.01 php,Local Dealer,2024-03-15,230592 kms
547,foton accent certified,1844277.94,Facebook Marketplace,2024-03-25,199244 km
548,chevrolet cx-5 vgt,997966.05,Carmudi,2024-03-06,172109 km
549,hyundai vios xle,1891234.74,OLX,2024-03-01,173065km
550,Isuzu Fortuner XLE,"1946135,91",OLX,2024-03-21,24215 kms
551,Mazd D-Max,,Carmudi,2024-03-08,41091km
552,FORD ERTIGA NEGO,$575933.06,Toyota Certified Pre-Owned,2024-03-25,25483 km
553,Nissan Navara GLX,1648230.75 php,Local Dealer,2024-03-02,
554,Chevrolet Mirage M,1285962.99,Carmudi,2024-03-05,128152 km
555,chevrolet fortuner,1527586.06,Honda Cars Pre-Owned,2024-03-15,6045 km
556,HYUNDAI SPORTAGE MT RUSH,,Toyota Certified Pre-Owned,2024-03-12,121606 km
557,MG Ertiga VGT,$1466720.97,AutoDeal,2024-03-06,180526 km
558,Foton Ertiga,$792961.42,Toyota Certified Pre-Owned,2024-03-02,196438 km
559,ford hr-v,228342.89,Facebook Marketplace,2024-03-11,"57,668 KM"
560,hyundai picanto,1031195.27,Carmudi,2024-03-12,111641 km
561,NISSAN HR-V XLE,1161452.34,Honda Cars Pre-Owned,2024-03-12,105051 km
562,geely civic xle,160589.96,Honda Cars Pre-Owned,2024-03-21,185113 km
563,Suzuki Vios,,AutoDeal,2024-03-25,245935 km
564,Hyundai City,1253246.68,Toyota Certified Pre-Owned,2024-03-01,166422 kms
565,FORD FORTUNER,1775412.79,Toyota Certified Pre-Owned,2024-03-20,
566,honda navara nego,"1665692,71",Facebook Marketplace,2024-03-17,179496 km
567,honda picanto nego,256667.76,SM Auto,2024-03-08,247797 kms
568,Isuzu Wigo GXL,811290.67,SM Auto,2024-03-19,
569,mitsubishi civic negotiable,387709.63,Honda Cars Pre-Owned,2024-03-24,185650 km
570,Chevrolet  Navara  MT,,SM Auto,2024-03-02,216750 km
571,nissan civic rush,$305281.65,Carmudi,2024-03-26,107956 km
572,Isuzu  Navara  Sport,110325966,OLX,2024-03-19,19282 km
573,toyota wigo preowned,673413.90 php,Carmudi,2024-03-19,120158 km
574,Toyota  Navara  Sport,38021273,Local Dealer,2024-03-15,
575,suzuki fortuner,517791.87,Toyota Certified Pre-Owned,2024-03-19,140911 km
576,TOYOTA FORTUNER,1136066.53 php,Toyota Certified Pre-Owned,2024-03-12,96636 kms
577,Mitsubishi Fortuner,1014241.79,SM Auto,2024-03-06,227895 km
578,suzu Wigo,543578.76 php,Toyota Certified Pre-Owned,2024-03-28,"249,724 KM"
579,MAZDA SPORTAGE,1160720.03,AutoDeal,2024-03-23,174713 km
580,Toyota Civic AT RUSH,1193597.21,Carmudi,2024-03-06,200222 km
581,toyota tucson gxl,$1993596.24,Facebook Marketplace,2024-03-11,113719 kms
582,Hyundai Ranger Negotiable,49045612,Carmudi,2024-03-21,144552 km
583,mazda fortuner sport,653607.57,SM Auto,2024-03-04,23257 km
584,mg br-v nego,197368.71,Local Dealer,2024-03-09,195762 km
585,Geely Ertiga URGENT,638913.11,Carmudi,2024-03-24,232277 km
586,Mzda Mirage,$1651529.48,OLX,2024-03-22,
587,ford cx-5 nego,"841715,96",AutoDeal,2024-03-26,"19,969 KM"
588,Kia Ranger,,OLX,2024-03-10,182682 km
589,honda almera,1105107.91,SM Auto,2024-03-19,209859 km
590,Foton Tucson T NEGO,1248959.31,OLX,2024-03-18,47399 km
591,Honda EcoSport,740724.76,OLX,2024-03-14,224200km
592,KIA MIRAGE,"1488542,12",Toyota Certified Pre-Owned,2024-03-17,239850 km
593,Kia Almera Sport,213372.12,Facebook Marketplace,2024-03-28,81756 km
594,mitsubishi fortuner gl,708453.35,Toyota Certified Pre-Owned,2024-03-09,89088 kms
595,Suzuki Ranger MT,418999.43,Facebook Marketplace,2024-03-28,18602 km
596,Suzuki Civic EGO,1650573.21 php,Carmudi,2024-03-02,140575 km
597,honda ranger mt,"1655751,64",Toyota Certified Pre-Owned,2024-03-03,
598,KIA WIGO CERTIFIED,"301954,90",Facebook Marketplace,2024-03-19,
599,Mitsubishi CX-5 MT Nego,1054389.05,SM Auto,2024-03-27,98870 km
600,MG PICANTO,1326962.16,Facebook Marketplace,2024-03-12,182970 kms
601,Suzuki Xpnder,"1137399,90",Toyota Certified Pre-Owned,2024-03-21,218591 km
602,Nissan Accent,$1531297.04,SM Auto,2024-03-07,"148,161 KM"
603,MITSUBISHI CR-V MT,"817799,36",Local Dealer,2024-03-17,119573km
604,Nissan D-Max,522537.48,Facebook Marketplace,2024-03-14,55753 km
605,Chevrolet Wigo,973111.39,AutoDeal,2024-03-16,201623 kms
606,Toyota D-Max,865196.75 php,OLX,2024-03-23,
607,mg br-v le,1530023.09,SM Auto,2024-03-06,181501 km
608,Foton  Vios  AT,"1413029,60",AutoDeal,2024-03-22,111693km
609,Nissan Rnger VGT,1122148.16,Carmudi,2024-03-08,136996 kms
610,GEELY PICANTO GLX,1996362.19,AutoDeal,2024-03-03,158001 kms
611,Chevrolet Xpander XLE,699902.23,SM Auto,2024-03-01,41002 km
612,toyota tucson,592121.27 php,Local Dealer,2024-03-24,185376 km
613,mg br-v urgent,"643161,09",OLX,2024-03-26,107057 kms
614,Foton Picnto AT,296952.36,AutoDeal,2024-03-03,101565km
615,isuzu ertiga xle,,Local Dealer,2024-03-23,51947 kms
616,Chevrolet D-Max GXL Certified,445869.31,OLX,2024-03-12,104596 kms
617,mitsubishi mu-x at,167645162,Honda Cars Pre-Owned,2024-03-18,178344 km
618,Honda  Innova,450593.06,Toyota Certified Pre-Owned,2024-03-08,131536 kms
619,kia tucson xle nego,"266860,44",Facebook Marketplace,2024-03-26,
620,Suzuki Civic,1532100.35,Facebook Marketplace,2024-03-03,27540 kms
621,Isuzu Sportage,"1672692,92",Local Dealer,2024-03-21,"145,949 KM"
622,chevrolet mu-x mt,267004.07,SM Auto,2024-03-19,169027 kms
623,chevrolet montero sport,"1074641,58",Honda Cars Pre-Owned,2024-03-19,232901 km
624,Mazda Civic,1363702.19 php,Toyota Certified Pre-Owned,2024-03-24,42052 kms
625,nissan br-v gxl,1601987.79,Facebook Marketplace,2024-03-06,16126 km
626,Honda coSport,$1977877.44,Carmudi,2024-03-20,151232 km
627,foton ranger,19032763,Local Dealer,2024-03-12,107183 km
628,geely cr-v,1741189.17,OLX,2024-03-20,220610 kms
629,Isuzu Navara,1054990.35,SM Auto,2024-03-19,186965 km
630,TOYOTA D-MAX GXL NEGOTIABLE,319124.26,Carmudi,2024-03-19,160804 kms
631,Nissan Fortuner,775158.37,SM Auto,2024-03-13,94829 km
632,Isuzu City LE,"674515,60",Carmudi,2024-03-02,63756 km
633,toyota civic gxl certified,944320.28,Carmudi,2024-03-17,121383 km
634,mg montero sport sport,1417927.03,Honda Cars Pre-Owned,2024-03-28,
635,KIA HR-V,1619103.33,Honda Cars Pre-Owned,2024-03-22,72152 km
636,Isuzu Ranger AT Negotiable,832285.49,AutoDeal,2024-03-19,"194,063 KM"
637,isuzu cr-v,731285.64,OLX,2024-03-28,65661 km
638,Hyundai  Mirage,173247.64,AutoDeal,2024-03-13,138194 kms
639,Suzuki Sportage VGT NEGO,1824435.81,Honda Cars Pre-Owned,2024-03-05,19134 km
640,mg xpander,1808435.10,AutoDeal,2024-03-22,"213,997 KM"
641,Mitsubishi Tucson MT,624057.79,Local Dealer,2024-03-19,152898 km
642,SUZUKI D-MAX AT,$442408.14,OLX,2024-03-21,44967km
643,Ford EcoSport GL NEGO,"1137771,66",Local Dealer,2024-03-26,157651km
644,Toyota Fortuner,481030.77 php,AutoDeal,2024-03-17,"10,282 KM"
645,isuzu d-max at,,Local Dealer,2024-03-25,67363 km
646,TOYOTA D-MAX AT,$834916.20,Honda Cars Pre-Owned,2024-03-05,"6,636 KM"
647,Mazda Wigo,1505150.28,Honda Cars Pre-Owned,2024-03-15,230637 km
648,Misubishi D-Max MT,860594.15,Toyota Certified Pre-Owned,2024-03-21,67490km
649,mazda mirage,1670826.16,Honda Cars Pre-Owned,2024-03-20,62422 km
650,chevrolet ecosport,1856626.72 php,SM Auto,2024-03-10,"239,358 KM"
651,Ford Civc RUSH,$1230338.42,Carmudi,2024-03-19,239757 km
652,CHEVROLET FORTUNER LE RUSH,$309269.59,Facebook Marketplace,2024-03-22,7861 km
653,mitsubishi wigo,1879131.16,Local Dealer,2024-03-04,61065 km
654,Ford  HR-V,794081.67,Honda Cars Pre-Owned,2024-03-04,"70,711 KM"
655,Hyundai C-V Preowned,"1254732,41",Toyota Certified Pre-Owned,2024-03-08,243178 km
656,Honda Xpander AT,1297537.22,OLX,2024-03-19,19260km
657,Honda irage,1606857.76,SM Auto,2024-03-11,"151,087 KM"
658,Chevrolet Montero Sport XLE Negotiable,175006.50,Toyota Certified Pre-Owned,2024-03-12,177130 km
659,MG D-Max XLE Certified,246930.68,SM Auto,2024-03-22,42699 km
660,Mazda Ranger LE,339105.29,SM Auto,2024-03-26,97186 km
661,Kia  Ranger  XLE,1938801.27,SM Auto,2024-03-04,34555 km
662,KIA MONTERO SPORT MT,672385.16,Toyota Certified Pre-Owned,2024-03-01,106773 km
663,Nissan BR-V Nego,1494508.20 php,Local Dealer,2024-03-18,140843 km
664,Isuzu Fortuner,1680080.58,SM Auto,2024-03-27,246411 km
665,Foton Ranger AT,1362204.37 php,SM Auto,2024-03-04,178088 km
666,hyundai ranger,1400187.89,Honda Cars Pre-Owned,2024-03-09,90570 km
667,foton ecosport,735799.52,OLX,2024-03-26,18289 km
668,CHEVROLET CITY AT,23881799,Facebook Marketplace,2024-03-28,33366 kms
669,Geely City URGENT,$674830.77,Toyota Certified Pre-Owned,2024-03-18,188046 kms
670,Isuzu  Picanto  Negotiable,1173821.51,AutoDeal,2024-03-08,235419 km
671,Ford Picanto,1628137.25,Facebook Marketplace,2024-03-23,77899 km
672,Ford D-Max,1581634.11 php,SM Auto,2024-03-24,"234,368 KM"
673,Chevrolet Wigo LE Certified,168619.03,Local Dealer,2024-03-16,244486 km
674,MG CITY XLE NEGO,"1845605,40",Toyota Certified Pre-Owned,2024-03-16,145911 km
675,Foton  CR-V  LE,834554.37 php,OLX,2024-03-20,46543 km
676,mazda montero sport,"1705444,36",Honda Cars Pre-Owned,2024-03-10,6306 km
677,HONDA MU-X,491120.56,AutoDeal,2024-03-21,203305 km
678,Isuzu City URGENT,0,Carmudi,2024-03-20,93135 km
679,mg hr-v,1489386.17,Toyota Certified Pre-Owned,2024-03-14,119846 km
680,Isuzu CX-5,$1086339.12,Toyota Certified Pre-Owned,2024-03-13,
681,Honda Accent,1209702.34,Honda Cars Pre-Owned,2024-03-16,201140 km
682,Hyundai CR-V,"303362,17",Facebook Marketplace,2024-03-13,"87,440 KM"
683,Fod HR-V,1787783.14 php,Carmudi,2024-03-27,112771 km
684,Suzuki Fortuner MT Certiied,$1055353.87,AutoDeal,2024-03-16,"31,094 KM"
685,Nissan Xpander LE,"750197,17",Carmudi,2024-03-20,65573 km
